楽曲名,難易度,楽曲レベル,クリアランク,スコアグレード,ハイスコア,プレー回数,クリア回数,ULTIMATE CHAIN,PERFECT
壊Rave*it!! 壊Rave*it!!,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9844425,2,2,0,0
壊Rave*it!! 壊Rave*it!!,MAXIMUM,18,COMPLETE,AA+,9626951,10,5,0,0
SO FLY ME TO YOU,MAXIMUM,15,EXCESSIVE COMPLETE,S,9913385,8,8,0,0
Narcissus At Oasis -影虎。 style-,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9872023,14,13,0,0
Boss Rush,EXHAUST,15,EXCESSIVE COMPLETE,S,9906896,2,2,0,0
Boss Rush,MAXIMUM,18,COMPLETE,AAA,9731095,9,6,0,0
If,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9730226,5,5,0,0
infinite:youniverse,EXHAUST,14,EXCESSIVE COMPLETE,S,9930006,1,1,0,0
infinite:youniverse,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9752818,5,5,0,0
Immortal saga,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9801043,6,3,0,0
Immortal saga,MAXIMUM,18,COMPLETE,AA,9366968,18,1,0,0
Fin.ArcDeaR,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9677906,11,8,0,0
Fin.ArcDeaR,MAXIMUM,19,COMPLETE,A+,9242144,13,1,0,0
HE4VEN ～天国へようこそ～,ADVANCED,15,EXCESSIVE COMPLETE,AAA+,9801429,3,3,0,0
HE4VEN ～天国へようこそ～,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9696261,11,10,0,0
HE4VEN ～天国へようこそ～,MAXIMUM,20,COMPLETE,AA,9308252,17,1,0,0
Make Magic,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9899463,5,3,0,0
Make Magic,MAXIMUM,18,COMPLETE,AA+,9655442,7,4,0,0
ケムマキunderground,EXHAUST,15,EXCESSIVE COMPLETE,S,9907773,1,1,0,0
ケムマキunderground,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9800621,10,10,0,0
盗宝,MAXIMUM,16,ULTIMATE CHAIN,S,9906651,2,2,1,0
刃の如く ft. ネコメアリ,MAXIMUM,15,ULTIMATE CHAIN,S,9917417,12,12,3,0
デュアルメモリ,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9737762,1,1,0,0
Engraved Mark-Gow's ill! RMX-,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9830295,3,3,0,0
Sakura Mirage -Drum'n World-,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9737631,5,4,0,0
準備運動,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9816481,4,4,0,0
準備運動,MAXIMUM,18,COMPLETE,A+,9058347,10,2,0,0
fancy cake!!,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9848891,1,1,0,0
Rebuilding of Paradise Lost,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9863147,7,6,0,0
黎明スケッチブック,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9802123,4,3,0,0
ドリームエンド・サバイバー,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9829877,1,1,0,0
ドリームエンド・サバイバー,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9687055,12,11,0,0
キュリオシティ,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9852579,12,12,0,0
キュリオシティ,MAXIMUM,18,COMPLETE,AA+,9531250,20,5,0,0
Noisy Minority,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9854984,8,8,0,0
Noisy Minority,MAXIMUM,18,COMPLETE,AA+,9532898,23,13,0,0
3y3s (JMBS FUNKOT RMX),MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9752424,5,4,0,0
Aragami,EXHAUST,15,EXCESSIVE COMPLETE,S,9910025,2,2,0,0
Aragami,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9636005,6,6,0,0
Alice Maestera,MAXIMUM,14,ULTIMATE CHAIN,S,9958904,3,3,1,0
斑鳩,EXHAUST,13,EXCESSIVE COMPLETE,S,9982554,1,1,0,0
斑鳩,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9863861,3,3,0,0
インビジブル,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9812007,4,4,0,0
インフルエンサー・イズ・デッド,EXHAUST,13,EXCESSIVE COMPLETE,S,9951284,1,1,0,0
インフルエンサー・イズ・デッド,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9856300,3,3,0,0
裏表ラバーズ,MAXIMUM,16,EXCESSIVE COMPLETE,AAA,9796116,18,18,0,0
永遠に幸せになる方法、見つけました。,EXHAUST,13,EXCESSIVE COMPLETE,S,9916492,1,1,0,0
永遠に幸せになる方法、見つけました。,MAXIMUM,18,COMPLETE,AA+,9557632,5,3,0,0
EDEN of TRUTH,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9785673,4,4,0,0
Aurora(Latinized Style),MAXIMUM,15,EXCESSIVE COMPLETE,S,9920152,1,1,0,0
オトゲラヴ！,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9866710,2,2,0,0
朧 (kamome sano remix),MAXIMUM,15,EXCESSIVE COMPLETE,S,9908127,7,7,0,0
Candy Star,MAXIMUM,16,ULTIMATE CHAIN,AAA+,9896088,3,3,1,0
きゅん×きゅんばっきゅん☆LOVE,MAXIMUM,15,EXCESSIVE COMPLETE,S,9943371,1,1,0,0
JUGGLE,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9628664,3,3,0,0
JULIAN,MAXIMUM,16,EXCESSIVE COMPLETE,AAA,9787449,7,6,0,0
水槽のクジラ,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9886032,18,16,0,0
starmine (nora2r Remix),MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9827810,2,2,0,0
Second Heaven GravityPfArrange,MAXIMUM,16,EXCESSIVE COMPLETE,AAA,9737231,11,11,0,0
千本桜,MAXIMUM,15,EXCESSIVE COMPLETE,S,9904605,4,4,0,0
零の位相,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9876009,4,4,0,0
Dharma,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9695431,13,11,0,0
Chocolate Planet,EXHAUST,15,EXCESSIVE COMPLETE,S,9911477,1,1,0,0
Chocolate Planet,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9728289,4,3,0,0
Take to Lips,MAXIMUM,15,EXCESSIVE COMPLETE,S,9952504,1,1,0,0
トラウマ催眠少女さとり！,MAXIMUM,16,EXCESSIVE COMPLETE,S,9900482,5,5,0,0
TRICKL4SH 220,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9831184,3,3,0,0
TRICKL4SH 220,MAXIMUM,18,EXCESSIVE COMPLETE,AA+,9664582,9,5,0,0
Dreadnought,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9870161,3,3,0,0
Dreadnought,MAXIMUM,18,COMPLETE,AA+,9596311,9,5,0,0
New Game feat.Mayumi Morinaga,MAXIMUM,15,EXCESSIVE COMPLETE,S,9913936,1,1,0,0
Nostalgia,MAXIMUM,15,EXCESSIVE COMPLETE,S,9950209,1,1,0,0
HiGHER,MAXIMUM,16,EXCESSIVE COMPLETE,AAA+,9852467,4,4,0,0
Four Leaves,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9780433,2,2,0,0
Heavenly Adventure,MAXIMUM,17,EXCESSIVE COMPLETE,AA+,9662283,4,4,0,0
HEAVENLY SMILE,MAXIMUM,17,EXCESSIVE COMPLETE,AAA,9772455,6,5,0,0
bass 2 bass [Tracy vs. Astronomical Remix],MAXIMUM,16,EXCESSIVE COMPLETE,S,9935241,3,3,0,0
Poppin' Shower,MAXIMUM,16,EXCESSIVE COMPLETE,S,9907407,2,2,0,0
焔 -MAGMA-,MAXIMUM,17,EXCESSIVE COMPLETE,AAA+,9838949,5,4,0,0
LOVE EAST,MAXIMUM,15,EXCESSIVE COMPLETE,S,9914285,1,1,0,0
Solar Storm,EXHAUST,18,COMPLETE,AA+,9553162,9,8,0,0
{albus},EXHAUST,17,EXCESSIVE COMPLETE,AAA,9701492,5,5,0,0
いつかの夢、またねの約束。,EXHAUST,14,EXCESSIVE COMPLETE,S,9913106,1,1,0,0
#Endroll,EXHAUST,18,COMPLETE,AA,9406660,10,1,0,0
Quaint Echo,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9540292,7,7,0,0
Zero-Day Exploit,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9828125,8,6,0,0
ヒミツダイヤル,EXHAUST,15,ULTIMATE CHAIN,S,9914122,1,1,1,0
Metamorphobia,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9776164,5,4,0,0
ゆうしゃのふゆやすみ,EXHAUST,15,EXCESSIVE COMPLETE,S,9902225,4,4,0,0
REGALIA,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9813592,9,9,0,0
シアワセうさぎ,EXHAUST,13,ULTIMATE CHAIN,S,9967213,2,2,1,0
Lonly Ranunculus,EXHAUST,15,ULTIMATE CHAIN,S,9900159,6,6,4,0
JOMANDA,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9652742,5,5,0,0
極圏,EXHAUST,18,COMPLETE,AA+,9665369,12,9,0,0
極圏,HEAVENLY,19,PLAYED,AA+,9510682,6,0,0,0
アルティメットトゥルース -Phantasm-,EXHAUST,17,COMPLETE,AA,9439223,12,7,0,0
Issen,EXHAUST,15,EXCESSIVE COMPLETE,S,9941383,4,4,0,0
Clash of swords,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9851019,12,11,0,0
ジャンピン・スマイル,EXHAUST,15,EXCESSIVE COMPLETE,S,9911651,1,1,0,0
Spice Road,EXHAUST,13,EXCESSIVE COMPLETE,S,9936708,4,4,0,0
東方妖々夢 ULTIMATE MEDLEY,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9704954,10,10,0,0
Phantom dinning tonight!,EXHAUST,16,EXCESSIVE COMPLETE,S,9930270,6,6,0,0
lost chain,EXHAUST,13,EXCESSIVE COMPLETE,S,9943661,2,2,0,0
IKAROS DYNAMITE!!!!,EXHAUST,18,COMPLETE,AA+,9625000,27,21,0,0
Emperor's Divide,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9807403,6,6,0,0
cross the future,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9862127,6,5,0,0
GEOMETRIA,EXHAUST,18,COMPLETE,AA,9490196,13,3,0,0
絶対零度,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9742371,23,17,0,0
↓↓↓,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9783478,16,16,0,0
ネコクマウササー,EXHAUST,15,EXCESSIVE COMPLETE,S,9909152,3,3,0,0
Prayer,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9770474,16,16,0,0
バイナリスター,EXHAUST,13,EXCESSIVE COMPLETE,S,9908088,2,2,0,0
Shirogane,EXHAUST,14,ULTIMATE CHAIN,S,9930811,2,2,1,0
そして紫の幻想曲は全てを受け入れる,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9650328,10,9,0,0
Fabula Nova,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9860576,5,5,0,0
MAGATORO,EXHAUST,16,ULTIMATE CHAIN,AAA+,9899481,7,7,1,0
You Know-SDVX EDIT-,EXHAUST,16,EXCESSIVE COMPLETE,S,9934782,2,2,0,0
ANTI THE∞HOLiC,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9845644,7,5,0,0
０=Xerostrumental=,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9727107,10,10,0,0
Halcyon,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9709533,6,5,0,0
FLügeL《Λrp:ΣggyØ》,ADVANCED,13,COMPLETE,S,9913254,1,1,0,0
FLügeL《Λrp:ΣggyØ》,EXHAUST,18,COMPLETE,AA,9456947,10,1,0,0
イブの時代っ！,EXHAUST,14,ULTIMATE CHAIN,S,9989599,2,2,1,0
Angelic Jelly,EXHAUST,16,EXCESSIVE COMPLETE,S,9926695,4,2,0,0
Angelic Jelly,GRAVITY,18,COMPLETE,AA,9444444,9,8,0,0
Grand Chariot,EXHAUST,16,ULTIMATE CHAIN,S,9919129,8,7,1,0
Grand Chariot,GRAVITY,17,EXCESSIVE COMPLETE,AA+,9652195,12,11,0,0
StrayedCatz,EXHAUST,15,ULTIMATE CHAIN,S,9929478,2,1,1,0
StrayedCatz,GRAVITY,17,EXCESSIVE COMPLETE,AA+,9556119,13,5,0,0
Sephirot,EXHAUST,13,ULTIMATE CHAIN,S,9920030,4,2,1,0
Sephirot,GRAVITY,17,EXCESSIVE COMPLETE,AAA+,9859424,4,3,0,0
ZEPHYRANTHES,EXHAUST,13,COMPLETE,S,9939678,3,1,0,0
ZEPHYRANTHES,GRAVITY,17,EXCESSIVE COMPLETE,AAA,9782608,8,5,0,0
DIABLOSIS::Nāga,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9814814,5,5,0,0
DIABLOSIS::Nāga,GRAVITY,19,COMPLETE,AA+,9549337,23,16,0,0
Triple Counter,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9871264,6,6,0,0
Triple Counter,GRAVITY,18,COMPLETE,AA+,9695074,9,6,0,0
NEO TREASON,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9825737,8,5,0,0
NEO TREASON,GRAVITY,18,COMPLETE,AA+,9530700,21,9,0,0
Lord=Crossight,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9812536,19,17,0,0
Lord=Crossight,GRAVITY,19,COMPLETE,AA+,9571801,15,10,0,0
eastward -sdvx edit-,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9853542,6,6,0,0
Voynich:Manuscript,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9703643,18,14,0,0
Completeness Under Incompleteness,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9852709,10,7,0,0
Completeness Under Incompleteness,GRAVITY,18,COMPLETE,AA,9452088,10,7,0,0
The End of War,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9609544,16,16,0,0
Celestial stinger,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9866310,8,6,0,0
Celestial stinger,GRAVITY,18,EXCESSIVE COMPLETE,AA+,9583333,4,3,0,0
B.B.K.K.B.K.K.,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9800443,14,12,0,0
akasha-assembly,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9856519,16,16,0,0
ウエンレラの氷華,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9840703,9,7,0,0
ウエンレラの氷華,GRAVITY,17,EXCESSIVE COMPLETE,AA+,9652042,4,2,0,0
Everything but the Girl,EXHAUST,13,ULTIMATE CHAIN,S,9961890,4,4,1,0
Ok!! Hug Me,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9880046,9,4,0,0
Ok!! Hug Me,GRAVITY,18,EXCESSIVE COMPLETE,AA+,9684526,5,4,0,0
Death Blossom,EXHAUST,15,ULTIMATE CHAIN,S,9963333,4,4,1,0
Never Let It End,EXHAUST,13,ULTIMATE CHAIN,S,9972899,4,4,1,0
Paradission,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9702088,19,19,0,0
MERRiESTxHOLiC,EXHAUST,13,ULTIMATE CHAIN,S,9941176,1,1,1,0
Laughin' Muffin,EXHAUST,16,EXCESSIVE COMPLETE,S,9924297,2,2,0,0
Locus of Control,EXHAUST,13,EXCESSIVE COMPLETE,S,9982541,5,5,0,0
Lo-Fi-M,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9850498,4,3,0,0
或る春の日,EXHAUST,14,EXCESSIVE COMPLETE,S,9972844,7,7,0,0
ゲキツイムラサ,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9728506,12,10,0,0
善悪の頂にある真実,EXHAUST,13,EXCESSIVE COMPLETE,S,9975144,5,5,0,0
Solitude & Nightmare,EXHAUST,16,EXCESSIVE COMPLETE,S,9923615,3,3,0,0
Discover the Life,EXHAUST,16,EXCESSIVE COMPLETE,S,9910061,3,3,0,0
ancient garden,EXHAUST,16,ULTIMATE CHAIN,S,9937500,4,3,1,0
Get back here,EXHAUST,16,EXCESSIVE COMPLETE,S,9921448,3,3,0,0
Get back here,GRAVITY,17,EXCESSIVE COMPLETE,AA+,9682501,6,6,0,0
Time to Air -Fly High Remix-,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9760802,14,14,0,0
Deadly Dolly Dance,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9755116,10,10,0,0
花ノ下連歌,EXHAUST,16,EXCESSIVE COMPLETE,S,9951121,8,8,0,0
Mermaid girl (Tropical Remix),EXHAUST,15,ULTIMATE CHAIN,S,9906069,12,12,1,0
Ultimate Ascension,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9618104,19,12,0,0
Smooth Wind,EXHAUST,15,EXCESSIVE COMPLETE,S,9907680,11,11,0,0
鳥と桜と嘴と,EXHAUST,13,EXCESSIVE COMPLETE,S,9951164,2,2,0,0
NECRO PARTY,EXHAUST,16,EXCESSIVE COMPLETE,S,9920483,2,2,0,0
ハイスピヰド・ランパンシヰ,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9868503,7,7,0,0
Help me， ERINNNNNN!! -VENUS mix-,EXHAUST,16,EXCESSIVE COMPLETE,S,9903069,3,3,0,0
仙酌絶唱のファンタジア,EXHAUST,15,EXCESSIVE COMPLETE,S,9938988,4,4,0,0
I'm so happy(Happy Hoppin Remix),EXHAUST,13,ULTIMATE CHAIN,S,9952324,6,6,1,0
碧の疾風,EXHAUST,13,ULTIMATE CHAIN,S,9972577,3,3,1,0
UROBØROS,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9816459,11,11,0,0
Critical Crystal(brz_remix),EXHAUST,13,ULTIMATE CHAIN,S,9924882,1,1,1,0
Sweet little Lily,EXHAUST,13,EXCESSIVE COMPLETE,S,9967989,4,3,0,0
雪月花 -さわわRemix-,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9762783,16,16,0,0
Help me， ERINNNNNN!! -Cranky remix-,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9731599,7,7,0,0
Mind Mapping (hard liquid remix),EXHAUST,15,EXCESSIVE COMPLETE,S,9947472,5,5,0,0
双星ルミネセンス,EXHAUST,16,ULTIMATE CHAIN,S,9921914,2,2,1,0
Apex of the World,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9859719,12,11,0,0
Endless GRAVITY,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9603538,9,9,0,0
crescent moon,EXHAUST,13,ULTIMATE CHAIN,S,9944253,3,3,1,0
GRISAILLE,EXHAUST,16,EXCESSIVE COMPLETE,S,9900166,1,1,0,0
侍Annihilate!!,EXHAUST,18,EXCESSIVE COMPLETE,AAA,9770194,15,15,0,0
CENSORED!!,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9750821,17,16,0,0
Destroy,EXHAUST,16,EXCESSIVE COMPLETE,S,9918140,5,5,0,0
Destroy,GRAVITY,17,EXCESSIVE COMPLETE,AAA,9706798,19,13,0,0
ブチアゲドクター☆ハイテッコ三姉妹,EXHAUST,15,ULTIMATE CHAIN,S,9915048,4,4,1,0
relegation grimoire,EXHAUST,13,ULTIMATE CHAIN,S,9950892,5,5,1,0
恋繋エピローグ,EXHAUST,15,EXCESSIVE COMPLETE,S,9916787,3,3,0,0
幻想郷DEMPASTICグリーティング,EXHAUST,16,EXCESSIVE COMPLETE,S,9914582,4,4,0,0
墨染 ft. ネコメアリ,EXHAUST,13,EXCESSIVE COMPLETE,S,9909825,6,6,0,0
断罪は遍く人間の元に,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9811209,17,15,0,0
弾幕注意報2014,EXHAUST,15,EXCESSIVE COMPLETE,S,9914996,9,9,0,0
Prominence,EXHAUST,13,ULTIMATE CHAIN,S,9966984,3,3,1,0
アキネイション,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9687137,26,26,0,0
The star in eclipse,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9819717,20,18,0,0
Din Don Dan (Fusion Remix),EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9856444,10,10,0,0
Dualive,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9710180,12,11,0,0
爆なな☆てすとロイヤー,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9852467,1,1,0,0
GO BACK 2 YOUR RAVE,EXHAUST,16,EXCESSIVE COMPLETE,S,9937535,6,6,0,0
カタルシスの月,EXHAUST,16,EXCESSIVE COMPLETE,S,9905804,5,5,0,0
黒髪乱れし修羅となりて～凛 edition～,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9789669,9,9,0,0
虚空と光明のディスクール,EXHAUST,13,EXCESSIVE COMPLETE,S,9979508,1,1,0,0
水月鏡花のコノテーション,EXHAUST,15,EXCESSIVE COMPLETE,S,9976998,3,3,0,0
滅びに至るエランプシス,EXHAUST,13,EXCESSIVE COMPLETE,S,9938574,1,1,0,0
Question.,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9832635,9,9,0,0
人形裁判 -THIRD IMPACT-,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9728059,10,10,0,0
-約束-,EXHAUST,15,EXCESSIVE COMPLETE,S,9914529,1,1,0,0
Parousia,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9813739,10,10,0,0
archive::zip,EXHAUST,14,ULTIMATE CHAIN,S,9960965,4,4,1,0
archive::zip,GRAVITY,16,EXCESSIVE COMPLETE,S,9910607,10,8,0,0
Inixia,EXHAUST,16,EXCESSIVE COMPLETE,S,9908466,6,6,0,0
Inixia,GRAVITY,17,EXCESSIVE COMPLETE,AAA+,9806408,17,13,0,0
Virtual Bit,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9713910,6,6,0,0
ERROR CODE,EXHAUST,13,EXCESSIVE COMPLETE,S,9962825,1,1,0,0
ERROR CODE,GRAVITY,16,EXCESSIVE COMPLETE,S,9905933,5,5,0,0
XROSS THE XOUL,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9859533,5,5,0,0
XROSS THE XOUL,GRAVITY,18,EXCESSIVE COMPLETE,AA+,9661426,21,10,0,0
S1CK_F41RY,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9801980,12,11,0,0
Phantom Ensemble (ゆんゆん Remix),EXHAUST,13,ULTIMATE CHAIN,S,9968181,7,7,2,0
Russet,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9854430,6,6,0,0
Renegade Fruits,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9892566,6,3,0,0
Renegade Fruits,GRAVITY,18,COMPLETE,AAA,9700956,16,14,0,0
She is my wife,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9845399,10,10,0,0
お嫁にしなさいっ！,EXHAUST,15,EXCESSIVE COMPLETE,S,9903474,3,3,0,0
響縁,EXHAUST,16,EXCESSIVE COMPLETE,S,9907246,9,9,0,0
Enigma,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9617596,16,15,0,0
MG277,EXHAUST,18,COMPLETE,AA+,9565092,18,15,0,0
Never Fails,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9801543,11,11,0,0
Fox4-Raize-,EXHAUST,18,COMPLETE,AA+,9547055,17,12,0,0
Follow Up,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9795158,14,13,0,0
REVOLVER,EXHAUST,18,COMPLETE,AA+,9570393,34,21,0,0
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side,EXHAUST,19,PLAYED,A,8982344,5,0,0,0
しゅわスパ大作戦☆ (カシオれ！くーにゃんリミックス),EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9890393,9,9,0,0
チルノとまりおのパーフェクトさんすう教室,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9743386,24,21,0,0
Demise Quartet,EXHAUST,18,COMPLETE,AA+,9607686,22,15,0,0
Help me， ERINNNNNN!! - SH Style -,EXHAUST,13,ULTIMATE CHAIN,S,9988888,3,3,1,0
Help me， CODYYYYYY!!,GRAVITY,16,EXCESSIVE COMPLETE,AAA+,9851828,6,6,0,0
Ultimate Fury,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9884326,15,15,0,0
JEHANNEDARC,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9629192,19,18,0,0
spectroscape,EXHAUST,16,ULTIMATE CHAIN,S,9907517,11,11,1,0
ツインソウル～輪廻する旋律～,EXHAUST,13,EXCESSIVE COMPLETE,S,9967741,5,5,0,0
常夏！！クリスタライズ・シャーベット,EXHAUST,17,EXCESSIVE COMPLETE,AAA+,9826776,8,8,0,0
伐折羅-vajra-,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9595141,22,15,0,0
アナーキーインザ夕景,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9824468,22,22,0,0
キズナ,EXHAUST,13,EXCESSIVE COMPLETE,S,9961937,3,3,0,0
「ここなつ☆」は夢のカタチ,EXHAUST,16,EXCESSIVE COMPLETE,S,9902760,7,7,0,0
Finally Dive,EXHAUST,15,ULTIMATE CHAIN,S,9904361,5,5,1,0
モラトリアムノオト,EXHAUST,13,EXCESSIVE COMPLETE,S,9950177,2,2,0,0
End to end,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9629319,25,20,0,0
EMPIRE OF FLAME,EXHAUST,18,COMPLETE,A+,9241666,42,5,0,0
Candy Colored Hearts,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9693654,15,14,0,0
雲の彼方,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9695863,25,23,0,0
NEO GRAVITY,EXHAUST,18,EXCESSIVE COMPLETE,AA+,9651661,18,17,0,0
Lachryma《Re:Queen’M》,EXHAUST,18,COMPLETE,AA+,9565024,21,18,0,0
Lachryma《Re:Queen’M》,GRAVITY,20,PLAYED,A+,9266503,14,0,0,0
VOLTEXES,EXHAUST,15,EXCESSIVE COMPLETE,S,9900362,7,6,0,0
VOLTEXES II,EXHAUST,15,EXCESSIVE COMPLETE,S,9909828,2,1,0,0
VOLTEXES III,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9866910,9,8,0,0
激アツ☆マジヤバ☆チアガール,EXHAUST,13,ULTIMATE CHAIN,S,9970008,1,1,1,0
漆黒のスペシャルプリンセスサンデー,EXHAUST,17,EXCESSIVE COMPLETE,S,9903846,16,15,0,0
地方創生☆チクワクティクス,EXHAUST,15,EXCESSIVE COMPLETE,S,9930981,3,3,0,0
neko＊neko,EXHAUST,13,ULTIMATE CHAIN,S,9964065,3,3,1,0
フラッター現象の顛末と単一指向性の感情論,EXHAUST,15,EXCESSIVE COMPLETE,S,9928707,3,3,0,0
Aliquam,EXHAUST,17,EXCESSIVE COMPLETE,AA+,9623794,15,13,0,0
XHAOS JUDGE,EXHAUST,19,COMPLETE,AA,9493181,44,20,0,0
conflict,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9704396,17,13,0,0
Stleq,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9758144,28,27,0,0
Never Ending,EXHAUST,15,EXCESSIVE COMPLETE,AAA+,9876507,8,8,0,0
Nofram,EXHAUST,17,EXCESSIVE COMPLETE,AAA,9701130,32,28,0,0
冥天・ヘメロカリス,EXHAUST,18,COMPLETE,AA,9384890,8,4,0,0
コンフェイト＊コンチェルト,EXHAUST,14,EXCESSIVE COMPLETE,S,9959088,2,2,0,0
千客万来☆無問題！,EXHAUST,16,EXCESSIVE COMPLETE,AAA+,9898897,13,13,0,0
